drug_name,manufacturer,approval_year,drug_class,indications,side_effects,dosage_mg,administration_route,contraindications,warnings,price_usd,batch_number,expiry_date,side_effect_severity,approval_status
Daxocillin70,GlaxoSmithKline,2007,Analgesic,Pain relief,Fatigue,660,Topical,Diabetes,Risk of addiction,322.8,HX676RB,3/20/2027,Severe,Rejected
Daxozepam61,Roche Holding AG,2015,Antihistamine,Fungal infections,"Insomnia, Blurred vision",760,Intramuscular,Seizures,Do not discontinue abruptly,130.44,mm106wL,7/28/2028,Severe,Rejected
Rivaprofen24,Sanofi,1995,Antifungal,Prevent infectious disease,Dizziness,640,Intramuscular,Heart disease,Take with food,447.34,Hx014pT,10/18/2027,Mild,Pending
Mecozole28,AstraZeneca,2006,Antidepressant,Bacterial infections,Constipation,540,Sublingual,Kidney impairment,Do not discontinue abruptly,175.81,jk068JX,12/28/2027,Moderate,Rejected
Daxoparin72,Roche Holding AG,1995,Antipyretic,Bacterial infections,Constipation,520,Topical,Asthma,Do not discontinue abruptly,280.68,VS250ia,2/6/2027,Moderate,Approved
Virazepam82,GlaxoSmithKline,2005,Antibiotic,Psychosis control,Constipation,440,Topical,High blood pressure,Avoid alcohol,116.08,GY943Pp,8/28/2026,Moderate,Rejected
Fenomab68,GlaxoSmithKline,2004,Antidepressant,Prevent infectious disease,Fatigue,320,Oral,Asthma,May cause drowsiness,59.35,PS364dF,11/19/2026,Severe,Rejected
Viraparin39,AstraZeneca,2002,Vaccine,Pain relief,"Dry mouth, Insomnia, Fatigue",10,Intravenous,Kidney impairment,May affect fertility,433.79,XP978aL,1/27/2026,Mild,Approved
Amoxvir93,Moderna Therapeutics,2006,Antiviral,Fungal infections,Dry mouth,510,Inhalation,Allergic reaction,Do not operate machinery,289.74,Bu652rL,10/14/2027,Moderate,Approved
Rivaparin56,Merck & Co.,2007,Antidepressant,Psychosis control,Rash,480,Inhalation,High blood pressure,Take with food,132.04,IT266HQ,5/24/2028,Moderate,Rejected
Rivaxetine29,Sanofi,2017,Antifungal,Psychosis control,"Rash, Constipation",410,Rectal,Allergic reaction,Avoid sunlight exposure,322.74,by342fx,4/27/2026,Moderate,Approved
Daxoprofen42,GlaxoSmithKline,2017,Antipyretic,Fungal infections,"Headache, Dry mouth",530,Intravenous,Allergic reaction,May cause drowsiness,442.39,tX507sB,2/26/2028,Mild,Pending
Rivaparin65,Roche Holding AG,2012,Antipyretic,Inflammation reduction,"Dry mouth, Constipation, Insomnia",160,Rectal,Seizures,Use with caution in elderly,280.09,mV470lw,10/31/2025,Moderate,Pending
Virastatin21,Roche Holding AG,2017,Antifungal,Pain relief,"Insomnia, Headache",130,Oral,Allergic reaction,Take with food,175.42,Ta281TL,1/2/2027,Moderate,Rejected
Cefcillin20,Roche Holding AG,2016,Antibiotic,Prevent infectious disease,"Diarrhea, Blurred vision, Dry mouth",500,Intravenous,Liver disease,Monitor blood pressure,293.08,zu167hg,9/13/2027,Mild,Approved
Cefparin47,Moderna Therapeutics,2009,Antihistamine,Fever reduction,"Fatigue, Rash, Dry mouth",730,Oral,Pregnancy,Do not operate machinery,371.49,cZ885gW,11/30/2025,Mild,Pending
Loxovir13,Roche Holding AG,2000,Antiviral,Prevent infectious disease,Nausea,810,Rectal,Heart disease,Avoid alcohol,268.31,QH010DN,4/28/2027,Moderate,Rejected
Seroxetine80,GlaxoSmithKline,1998,Anti-inflammatory,Viral infections,"Dry mouth, Diarrhea, Rash",890,Inhalation,Asthma,Use with caution in elderly,356.29,bI459Wx,11/15/2026,Severe,Approved
Daxoparin14,GlaxoSmithKline,2001,Vaccine,Inflammation reduction,"Insomnia, Dizziness",350,Topical,Pregnancy,May affect fertility,95.29,CG289uI,3/4/2026,Mild,Approved
Rivacillin95,Bayer AG,1998,Antipsychotic,Fungal infections,Headache,220,Oral,Seizures,May cause drowsiness,57.66,OO645As,9/13/2027,Mild,Approved
Loxocillin65,AstraZeneca,2014,Vaccine,Pain relief,Dizziness,270,Rectal,Allergic reaction,Take with food,242.68,QA464LE,7/24/2028,Mild,Approved
Seroxetine61,Sanofi,2020,Antiviral,Fungal infections,"Headache, Blurred vision, Dry mouth",520,Topical,High blood pressure,May affect fertility,269.56,UW293pC,12/4/2027,Moderate,Pending
Amoxzepam72,Novartis AG,2019,Antifungal,Pain relief,"Blurred vision, Dry mouth",500,Oral,Kidney impairment,Avoid alcohol,331.24,nM847qb,11/30/2026,Moderate,Pending
Daxomab89,Novartis AG,2007,Anti-inflammatory,Fungal infections,Diarrhea,860,Topical,Asthma,Take with food,410.29,fy680sP,9/5/2025,Severe,Rejected
Rivavir82,AstraZeneca,2017,Antibiotic,Bacterial infections,"Fatigue, Rash, Diarrhea",990,Rectal,Pregnancy,Monitor blood pressure,381.56,Hy005fr,4/11/2028,Moderate,Approved
Seromab43,Sanofi,1994,Antidepressant,Pain relief,Blurred vision,640,Topical,Liver disease,Avoid sunlight exposure,111.66,jK964jD,8/30/2027,Moderate,Approved
Rivazepam28,Pfizer Inc.,2013,Antihistamine,Fungal infections,Diarrhea,970,Intramuscular,Liver disease,Take with food,229.16,Cz759VU,4/18/2026,Severe,Pending
Viracillin42,Sanofi,1993,Antihistamine,Fungal infections,"Fatigue, Diarrhea",660,Inhalation,Asthma,Do not operate machinery,458.24,LL315Ge,9/10/2026,Moderate,Rejected
Amoxzole12,Johnson & Johnson,1997,Antiviral,Psychosis control,"Insomnia, Nausea, Dry mouth",150,Oral,Diabetes,May affect fertility,113.93,Pi951HS,4/29/2028,Moderate,Pending
Viravir93,GlaxoSmithKline,1996,Antihistamine,Inflammation reduction,"Dry mouth, Fatigue, Dizziness",220,Intravenous,Kidney impairment,Take with food,74.78,QA964lc,8/10/2027,Mild,Rejected
Loxodipine25,Novartis AG,2019,Anti-inflammatory,Depression treatment,Rash,420,Oral,Kidney impairment,Monitor blood pressure,378.44,sF155LD,8/13/2025,Mild,Rejected
Mecoprofen66,Johnson & Johnson,2009,Analgesic,Fever reduction,"Rash, Headache, Diarrhea",970,Topical,Allergic reaction,Avoid sunlight exposure,33.14,bK825so,8/4/2025,Severe,Rejected
Mecodipine47,Merck & Co.,1996,Antibiotic,Pain relief,"Dry mouth, Headache",40,Sublingual,Pregnancy,Avoid alcohol,256.84,Aq005NO,6/13/2026,Moderate,Pending
Seroxetine76,Bayer AG,2016,Antipsychotic,Pain relief,Dry mouth,800,Rectal,Asthma,Use with caution in elderly,322.72,uW216yG,11/4/2027,Severe,Pending
Fenoxetine25,Johnson & Johnson,2004,Antipyretic,Viral infections,Headache,300,Topical,High blood pressure,May cause drowsiness,231.56,Rz381kY,11/3/2025,Severe,Approved
Mecozepam73,Sanofi,1997,Anti-inflammatory,Pain relief,Headache,370,Inhalation,Liver disease,Avoid alcohol,138.48,Ny374eM,12/24/2025,Mild,Rejected
Amoxxetine51,Pfizer Inc.,2004,Antidepressant,Bacterial infections,Constipation,350,Intramuscular,Diabetes,Avoid alcohol,131.73,Sp942Tz,11/23/2025,Mild,Approved
Amoxcillin68,Novartis AG,2016,Antidepressant,Bacterial infections,"Nausea, Blurred vision",260,Sublingual,Seizures,Avoid sunlight exposure,271.12,sW575Lt,2/10/2026,Severe,Rejected
Serozepam56,Merck & Co.,2017,Antifungal,Inflammation reduction,"Nausea, Constipation, Headache",70,Oral,Pregnancy,Avoid sunlight exposure,267.78,zZ655Qu,3/24/2028,Moderate,Pending
Mecozepam53,Merck & Co.,2005,Antibiotic,Fungal infections,"Rash, Headache, Diarrhea",590,Intravenous,Allergic reaction,Use with caution in elderly,120.9,MM617vi,4/30/2026,Mild,Pending
Cefxetine39,Merck & Co.,2009,Antipsychotic,Viral infections,"Constipation, Dry mouth, Dizziness",930,Oral,Liver disease,Avoid sunlight exposure,147.6,GL354qE,4/25/2028,Severe,Pending
Seroparin13,Johnson & Johnson,2004,Antifungal,Fungal infections,Rash,730,Intravenous,Seizures,May cause drowsiness,437.65,If470KD,2/15/2026,Mild,Pending
Cefprofen72,GlaxoSmithKline,2018,Antipsychotic,Psychosis control,"Blurred vision, Nausea",650,Rectal,Asthma,May affect fertility,318.57,If534bv,12/26/2026,Moderate,Approved
Serostatin81,Pfizer Inc.,2009,Antiviral,Inflammation reduction,"Blurred vision, Dizziness, Nausea",440,Intravenous,Liver disease,Do not discontinue abruptly,341.93,gQ256mS,4/16/2026,Severe,Approved
Amoxvir92,Pfizer Inc.,2006,Analgesic,Prevent infectious disease,Blurred vision,390,Intravenous,Pregnancy,Monitor blood pressure,457.93,Gl212wy,2/20/2027,Mild,Pending
Rivaxetine25,Novartis AG,2014,Antipyretic,Psychosis control,"Fatigue, Diarrhea",890,Intravenous,Pregnancy,Take with food,22.46,IJ244qh,8/18/2025,Mild,Approved
Cefcillin28,GlaxoSmithKline,1995,Antifungal,Viral infections,Dry mouth,490,Topical,High blood pressure,Avoid alcohol,241.59,Lc814Hb,7/28/2027,Mild,Pending
Amoxmab95,Novartis AG,1991,Anti-inflammatory,Fever reduction,"Rash, Nausea, Constipation",70,Topical,High blood pressure,Risk of addiction,206.59,xm665pC,4/21/2026,Mild,Rejected
Zylovir65,AstraZeneca,2018,Antidepressant,Prevent infectious disease,"Nausea, Blurred vision",250,Intramuscular,Pregnancy,May affect fertility,244.43,zx787Ch,7/8/2026,Severe,Pending
Cefzepam59,Bayer AG,2006,Vaccine,Viral infections,Fatigue,930,Oral,Asthma,Take with food,148.53,tM606xZ,3/4/2028,Mild,Pending
Rivazole96,Sanofi,2014,Antiviral,Fungal infections,Nausea,790,Sublingual,Pregnancy,Do not discontinue abruptly,135.21,oJ735df,10/31/2025,Mild,Pending
Cefparin26,Bayer AG,2006,Antiviral,Bacterial infections,"Headache, Nausea, Rash",640,Rectal,Kidney impairment,Risk of addiction,278.55,SH953FI,5/10/2028,Moderate,Approved
Daxozole19,Novartis AG,2000,Vaccine,Depression treatment,Nausea,920,Intravenous,Asthma,Monitor blood pressure,63.88,vA618UR,11/2/2025,Mild,Pending
Mecoprofen82,Johnson & Johnson,1998,Anti-inflammatory,Depression treatment,Constipation,770,Rectal,Diabetes,May cause drowsiness,156.86,Pg466Af,2/18/2028,Moderate,Approved
Daxozole45,Johnson & Johnson,2006,Antibiotic,Pain relief,"Diarrhea, Constipation, Blurred vision",360,Intramuscular,Seizures,Take with food,327.94,xQ223Fv,2/18/2026,Moderate,Rejected
Rivazepam60,Pfizer Inc.,2002,Antipsychotic,Depression treatment,"Diarrhea, Rash",370,Oral,High blood pressure,May affect fertility,190.11,YU818Ua,7/19/2027,Moderate,Rejected
Rivaxetine80,Roche Holding AG,2016,Antipyretic,Depression treatment,"Diarrhea, Constipation",190,Intramuscular,Bleeding disorders,Avoid sunlight exposure,108.11,CX642Uu,2/21/2026,Moderate,Approved
Mecostatin56,Bayer AG,2020,Antipyretic,Viral infections,Blurred vision,370,Intramuscular,Liver disease,May affect fertility,5.72,yX620SW,5/8/2028,Mild,Pending
Loxovir33,Sanofi,2019,Antibiotic,Fever reduction,"Rash, Insomnia, Dizziness",930,Intramuscular,Kidney impairment,Risk of addiction,417,gx885Ob,7/1/2028,Mild,Approved
Daxoxetine25,Moderna Therapeutics,1998,Antipyretic,Psychosis control,Fatigue,960,Intravenous,High blood pressure,Avoid alcohol,359.64,kY353sP,12/4/2026,Mild,Approved
Zylozepam11,AstraZeneca,2014,Antifungal,Viral infections,"Diarrhea, Dizziness, Constipation",580,Intramuscular,High blood pressure,Do not discontinue abruptly,5.56,DM627ui,11/30/2026,Moderate,Rejected
Loxovir74,Roche Holding AG,1993,Vaccine,Bacterial infections,"Nausea, Rash, Constipation",110,Inhalation,Bleeding disorders,Take with food,67.47,UP313Gz,7/28/2028,Severe,Approved
Daxoprofen78,Merck & Co.,1996,Analgesic,Allergy relief,Nausea,940,Intramuscular,Heart disease,Take with food,27.44,ZV922pW,7/3/2027,Mild,Pending
Mecocillin74,AstraZeneca,2013,Analgesic,Viral infections,"Dry mouth, Dizziness",460,Inhalation,Diabetes,Avoid sunlight exposure,364.35,an965iJ,6/2/2026,Moderate,Approved
Rivavir90,Moderna Therapeutics,1992,Antibiotic,Viral infections,"Rash, Nausea",220,Topical,Allergic reaction,May cause drowsiness,464.16,OW371QR,7/24/2028,Mild,Rejected
Viraparin59,Merck & Co.,2009,Antifungal,Viral infections,"Insomnia, Headache, Diarrhea",420,Topical,Heart disease,Do not discontinue abruptly,79.96,gL637zH,3/29/2027,Severe,Rejected
Seroparin65,Novartis AG,2006,Antiviral,Viral infections,Diarrhea,210,Topical,Seizures,May affect fertility,32.67,Wy995aB,4/27/2028,Moderate,Rejected
Amoxparin34,Roche Holding AG,2016,Antihistamine,Depression treatment,"Constipation, Dizziness",300,Rectal,Heart disease,Risk of addiction,467.93,fS744Cu,4/1/2027,Severe,Pending
Amoxprofen11,Pfizer Inc.,1990,Antidepressant,Inflammation reduction,Blurred vision,520,Inhalation,Heart disease,Risk of addiction,308.07,os953bM,11/6/2025,Moderate,Pending
Loxomab75,Johnson & Johnson,2006,Antipsychotic,Inflammation reduction,"Fatigue, Blurred vision, Rash",830,Inhalation,Heart disease,Avoid sunlight exposure,434.88,YC898eS,9/24/2027,Moderate,Pending
Amoxxetine90,Merck & Co.,1995,Antipyretic,Fungal infections,Diarrhea,290,Sublingual,Asthma,Do not discontinue abruptly,493.48,NL056fR,5/27/2027,Mild,Approved
Cefparin36,Merck & Co.,1991,Antiviral,Bacterial infections,Dizziness,120,Topical,Kidney impairment,Avoid sunlight exposure,94.41,gn245CY,12/26/2026,Moderate,Pending
Serocillin78,Merck & Co.,1995,Analgesic,Inflammation reduction,"Diarrhea, Blurred vision",980,Rectal,Diabetes,Avoid alcohol,465.51,eH940mm,2/10/2028,Severe,Rejected
Fenocillin55,Roche Holding AG,2005,Antidepressant,Prevent infectious disease,"Dry mouth, Insomnia",690,Intramuscular,Pregnancy,Do not operate machinery,222.63,fF959DD,8/2/2025,Mild,Pending
Fenodipine73,Bayer AG,1999,Antiviral,Viral infections,"Rash, Headache, Blurred vision",20,Sublingual,Diabetes,Risk of addiction,251.24,gV529qs,10/19/2027,Moderate,Pending
Mecocillin92,Roche Holding AG,2005,Antifungal,Fungal infections,"Dry mouth, Rash",600,Oral,Seizures,Avoid alcohol,289.79,mV524jw,9/18/2027,Mild,Approved
Rivavir37,Pfizer Inc.,1999,Anti-inflammatory,Pain relief,Rash,20,Rectal,Heart disease,Avoid sunlight exposure,249.46,OP486ny,5/6/2028,Moderate,Approved
Zylozepam43,Merck & Co.,2007,Antifungal,Psychosis control,"Insomnia, Dizziness, Rash",310,Intravenous,Allergic reaction,Avoid alcohol,447.01,DY885BK,3/21/2026,Severe,Pending
Serostatin53,Merck & Co.,2018,Antipsychotic,Fungal infections,"Dry mouth, Insomnia",620,Oral,Heart disease,Do not operate machinery,125.29,Be742ul,7/28/2026,Severe,Approved
Loxodipine47,Sanofi,2013,Vaccine,Psychosis control,Rash,620,Rectal,Liver disease,Use with caution in elderly,98.67,ez147uw,9/15/2025,Severe,Rejected
Daxovir41,Sanofi,1997,Antipsychotic,Inflammation reduction,"Nausea, Insomnia",380,Rectal,High blood pressure,Do not operate machinery,437.08,QE584Vt,10/11/2025,Severe,Approved
Loxodipine83,Roche Holding AG,2007,Analgesic,Inflammation reduction,Dry mouth,470,Oral,Kidney impairment,May cause drowsiness,107.65,Fw379ZR,7/29/2026,Moderate,Approved
Zylocillin21,GlaxoSmithKline,2010,Vaccine,Viral infections,"Dizziness, Dry mouth, Nausea",850,Rectal,High blood pressure,Do not operate machinery,414.42,rL192wt,4/22/2028,Mild,Approved
Serocillin30,Bayer AG,2016,Anti-inflammatory,Allergy relief,"Headache, Constipation, Rash",80,Inhalation,Liver disease,Do not discontinue abruptly,421.61,Aa826As,1/14/2028,Mild,Approved
Viramab94,Merck & Co.,1996,Antidepressant,Pain relief,"Headache, Blurred vision",200,Topical,Allergic reaction,Use with caution in elderly,481.57,uu828xi,8/31/2027,Moderate,Rejected
Zylovir49,Moderna Therapeutics,2008,Antidepressant,Bacterial infections,"Blurred vision, Dizziness, Nausea",650,Intravenous,Liver disease,Take with food,190.13,MF046VH,1/12/2026,Mild,Rejected
Serodipine22,Johnson & Johnson,2011,Vaccine,Prevent infectious disease,Diarrhea,910,Intramuscular,Allergic reaction,Use with caution in elderly,449.88,cN220JY,2/18/2027,Moderate,Approved
Mecodipine45,Sanofi,2021,Antipyretic,Bacterial infections,Headache,80,Inhalation,Heart disease,Take with food,404.37,BA366Zz,7/29/2027,Mild,Approved
Rivadipine65,Sanofi,2003,Analgesic,Allergy relief,"Dizziness, Rash, Fatigue",110,Sublingual,Asthma,Avoid alcohol,105.88,qy003tg,11/15/2025,Mild,Pending
Cefcillin84,Roche Holding AG,1994,Analgesic,Viral infections,"Dizziness, Headache",400,Rectal,Bleeding disorders,May cause drowsiness,136.24,GW519YV,6/26/2026,Severe,Pending
Rivadipine53,Moderna Therapeutics,1996,Antiviral,Prevent infectious disease,"Constipation, Diarrhea, Insomnia",240,Rectal,Allergic reaction,Avoid alcohol,97.37,WX254dK,4/5/2028,Moderate,Rejected
Virazole78,Johnson & Johnson,2011,Antiviral,Viral infections,Diarrhea,770,Intravenous,Liver disease,Avoid sunlight exposure,107.86,hw622Na,1/4/2026,Moderate,Rejected
Loxoxetine52,GlaxoSmithKline,2003,Antidepressant,Allergy relief,Fatigue,980,Inhalation,Bleeding disorders,Avoid alcohol,383.1,RG167TR,9/13/2027,Moderate,Rejected
Rivadipine66,Novartis AG,2019,Antiviral,Allergy relief,"Rash, Dizziness",700,Intravenous,Kidney impairment,Do not discontinue abruptly,181.84,Xz961nX,5/15/2028,Moderate,Pending
Cefxetine80,Bayer AG,2022,Vaccine,Prevent infectious disease,"Rash, Dizziness",620,Topical,Seizures,May cause drowsiness,196.19,AA379bc,6/13/2026,Moderate,Approved
Daxocillin78,Johnson & Johnson,2022,Antipyretic,Allergy relief,"Blurred vision, Insomnia, Dry mouth",910,Intravenous,Bleeding disorders,May cause drowsiness,443.8,oy771rw,11/16/2026,Severe,Pending
Virastatin59,GlaxoSmithKline,2016,Antipsychotic,Viral infections,Diarrhea,580,Oral,Pregnancy,Avoid sunlight exposure,175.68,yV979XL,2/28/2027,Severe,Rejected
Seromab81,AstraZeneca,1995,Antipsychotic,Depression treatment,"Dizziness, Dry mouth, Headache",320,Topical,Allergic reaction,Take with food,344.36,SP142vk,2/17/2026,Severe,Approved
Viraxetine49,Sanofi,2024,Antipyretic,Depression treatment,Headache,370,Intramuscular,Allergic reaction,Avoid alcohol,199.39,wI724HD,1/13/2027,Moderate,Approved
Rivazepam15,Moderna Therapeutics,2002,Antiviral,Psychosis control,"Constipation, Headache, Fatigue",720,Intramuscular,Heart disease,Use with caution in elderly,215.88,Dc623Jt,6/21/2028,Severe,Pending
Rivavir97,Sanofi,2020,Vaccine,Bacterial infections,Headache,910,Intravenous,Bleeding disorders,Use with caution in elderly,119.31,Ya755kA,2/7/2027,Moderate,Pending
Amoxxetine63,AstraZeneca,2015,Antidepressant,Inflammation reduction,Headache,40,Topical,Seizures,Avoid sunlight exposure,44.73,tJ069Gl,6/27/2028,Mild,Approved
Amoxparin59,Sanofi,2023,Antipsychotic,Bacterial infections,"Constipation, Headache",560,Oral,Bleeding disorders,Do not operate machinery,64.8,jh873BQ,2/6/2027,Moderate,Pending
Amoxprofen96,Sanofi,1997,Antibiotic,Inflammation reduction,"Nausea, Dizziness",970,Rectal,Heart disease,Do not discontinue abruptly,320.53,jR959lp,5/1/2027,Moderate,Approved
Serodipine67,Moderna Therapeutics,2017,Anti-inflammatory,Psychosis control,Insomnia,110,Intravenous,Seizures,Do not discontinue abruptly,426.36,BB358uq,3/29/2027,Severe,Approved
Amoxmab12,GlaxoSmithKline,2015,Antifungal,Allergy relief,Blurred vision,490,Topical,High blood pressure,Avoid sunlight exposure,104.4,KS645no,10/22/2027,Mild,Rejected
Cefstatin83,Bayer AG,2002,Vaccine,Inflammation reduction,"Dizziness, Dry mouth",440,Sublingual,Allergic reaction,Monitor blood pressure,35.97,FU427Ep,2/4/2028,Mild,Approved
Fenoprofen20,Pfizer Inc.,2017,Antiviral,Viral infections,Blurred vision,700,Inhalation,Pregnancy,Avoid alcohol,364.1,dE895tn,7/29/2026,Moderate,Rejected
Seroxetine74,Johnson & Johnson,1997,Anti-inflammatory,Depression treatment,"Dry mouth, Nausea, Constipation",690,Oral,Asthma,Risk of addiction,5.63,DQ526BL,9/7/2026,Moderate,Rejected
Zyloparin27,AstraZeneca,1995,Analgesic,Depression treatment,"Dizziness, Rash, Dry mouth",300,Topical,Asthma,Take with food,39.92,AB720HY,7/5/2026,Moderate,Pending
Daxovir47,Novartis AG,1993,Analgesic,Allergy relief,Blurred vision,630,Rectal,Seizures,Use with caution in elderly,266.63,se642ut,12/4/2027,Mild,Pending
Cefzepam18,Merck & Co.,2012,Vaccine,Viral infections,"Rash, Dry mouth",10,Intravenous,Allergic reaction,Risk of addiction,88.99,Wo124Qn,8/21/2027,Moderate,Rejected
Mecodipine13,Sanofi,2017,Antipsychotic,Psychosis control,Diarrhea,200,Oral,Asthma,Use with caution in elderly,299.4,Jr367yb,8/15/2025,Severe,Approved
Mecoprofen87,Johnson & Johnson,1992,Antipsychotic,Allergy relief,"Fatigue, Diarrhea, Dry mouth",410,Topical,Seizures,Risk of addiction,469.51,mm924qP,8/15/2026,Severe,Approved
Rivazole45,Roche Holding AG,2023,Antihistamine,Fungal infections,Nausea,520,Inhalation,Diabetes,Take with food,358.5,Xp080qr,10/20/2026,Mild,Rejected
Mecostatin29,GlaxoSmithKline,2006,Anti-inflammatory,Fever reduction,"Dry mouth, Headache, Blurred vision",870,Oral,Pregnancy,Do not operate machinery,149.4,sD982Li,8/20/2025,Mild,Rejected
Viraxetine93,Novartis AG,2015,Antifungal,Inflammation reduction,"Constipation, Dry mouth, Headache",860,Topical,Pregnancy,Risk of addiction,285.08,Qq959pz,11/14/2025,Moderate,Approved
